line_number,mode1,value1,mode2,value2,mode3,value3,mode4,value4
771,20,1,38,1,17,1,3,1
772,21,0,4,1,65,1,41,1
773,60,1,43,0,38,0,38,0
774,21,1,9,1,39,1,42,1
775,48,1,54,1,38,1,36,1
776,64,1,49,0,26,0,54,0
777,49,1,38,1,24,1,9,1
778,74,1,38,1,9,1,42,1
779,41,0,10,1,38,0,59,0
780,54,1,38,1,48,1,0,1
781,38,1,12,1,28,1,49,1
782,49,0,8,0,55,1,36,0
783,20,1,27,1,38,1,26,1
784,74,1,12,1,41,1,65,0
785,38,0,60,0,25,1,8,1
786,66,1,28,0,27,1,64,0
787,38,1,17,1,38,1,31,1
788,49,1,27,1,65,0,26,1
789,23,1,44,0,8,1,4,1
790,66,1,9,1,65,1,41,1
791,17,1,28,1,39,1,48,1
792,0,1,17,1,55,1,49,1
793,72,1,24,1,65,1,64,1
794,68,1,27,1,39,1,65,0
795,59,0,65,1,41,0,71,1
796,48,1,71,1,65,1,28,1
797,42,0,40,0,21,1,55,1
798,36,1,76,0,64,0,8,1
799,60,0,40,0,40,0,40,1
800,23,1,67,1,40,1,61,1
801,38,1,65,1,40,0,66,1
802,64,1,35,1,17,1,27,1
803,48,0,37,0,27,0,0,1
804,63,1,27,0,65,0,38,0
805,48,1,5,1,26,1,27,1
806,44,1,39,1,64,1,25,1
807,72,1,17,0,64,1,36,1
808,48,1,8,1,61,0,65,1
809,66,1,38,1,38,1,28,1
810,31,1,27,1,40,0,10,0
811,17,1,26,1,27,1,48,1
812,9,1,65,1,40,0,59,1
813,17,1,9,1,41,0,49,1
814,26,1,0,1,17,0,66,0
815,41,1,76,0,27,1,8,1
816,36,0,27,0,48,1,17,0
817,49,1,24,1,27,1,10,1
818,40,1,66,1,27,1,65,1
819,44,1,30,0,27,0,40,1
820,48,0,64,1,64,0,40,1
821,49,0,38,1,54,0,17,1
822,45,1,38,1,53,1,55,1
823,72,0,64,1,28,0,54,1
824,72,1,38,1,36,1,65,1
825,74,0,13,0,64,0,27,1
826,23,1,67,1,40,1,40,1
827,27,1,27,1,62,1,10,1
828,5,1,66,0,36,1,28,0
829,23,1,24,1,68,1,25,1
830,27,1,41,1,0,1,66,1
831,49,1,39,1,65,1,64,1
832,8,1,24,0,48,0,36,0
833,51,1,48,1,23,0,14,1
834,66,1,0,1,38,1,27,0
835,41,1,76,0,7,1,27,1
836,74,0,43,0,55,0,40,1
837,66,1,65,1,23,1,37,1
838,27,1,62,1,64,1,27,1
839,48,1,5,1,9,1,61,1
840,48,0,38,1,55,1,17,1
841,0,1,62,1,27,1,54,1
842,38,1,67,1,64,1,40,1
843,48,1,38,1,38,1,26,1
844,60,0,3,1,5,0,64,1
845,66,0,65,1,28,0,61,1
846,23,0,40,0,65,0,45,0
847,40,1,42,0,59,1,17,1
848,66,1,53,1,17,1,64,0
849,52,1,65,1,25,1,40,1
850,49,0,55,0,65,1,27,0
851,52,1,24,1,9,1,38,1
852,48,1,64,0,50,1,40,1
853,59,1,23,1,64,1,23,1
854,76,0,65,1,44,0,14,1
855,3,1,63,1,27,1,17,1
856,27,0,17,0,66,0,27,1
857,7,1,74,1,17,1,40,1
858,65,1,39,0,27,0,66,0
859,0,1,48,1,17,1,65,1
860,17,1,28,0,60,0,23,1
861,23,1,52,1,38,1,54,1
862,70,1,26,1,23,1,41,0
863,63,0,40,0,17,0,53,1
864,49,1,27,1,38,1,0,1
865,28,0,48,0,8,1,65,0
866,74,1,42,1,27,1,37,1
867,48,1,40,1,17,1,36,1
868,48,1,0,1,42,1,36,1
869,63,0,53,1,17,1,12,1
870,28,1,0,1,31,0,4,1
871,66,0,38,1,0,1,3,0
872,66,1,64,1,64,1,17,1
873,38,1,49,0,27,0,17,0
874,28,1,66,1,25,1,7,1
875,28,0,19,1,37,0,74,0
876,19,0,10,1,48,0,39,0
877,55,1,66,0,17,0,65,1
878,38,1,14,1,47,1,69,1
879,63,1,24,0,24,1,40,1
880,65,1,38,1,76,0,27,1
881,72,0,65,1,65,1,27,1
882,64,1,74,1,37,1,30,1
883,39,1,49,1,19,1,51,1
884,66,1,17,1,5,1,64,1
885,65,1,27,0,66,0,9,1
886,2,1,65,1,17,1,62,1
887,64,0,38,1,65,1,69,1
888,10,1,44,1,28,1,27,1
889,27,1,66,1,24,1,41,1
890,49,1,64,0,17,1,39,1
891,40,0,62,0,39,0,64,0
892,44,1,26,1,27,1,64,1
893,69,1,24,1,38,0,27,1
894,38,0,62,1,37,0,39,0
895,49,1,54,0,17,1,27,1
896,24,1,20,1,27,1,65,1
897,7,1,49,1,10,1,27,1
898,35,0,25,1,64,0,36,1
899,48,0,1,1,53,0,8,0
900,42,0,65,1,48,0,36,1
901,8,0,52,1,65,1,25,0
902,27,1,59,1,65,1,17,1
903,10,1,49,0,14,1,26,0
904,43,1,40,1,27,1,66,1
905,9,1,74,0,7,1,27,1
906,36,1,36,1,48,1,38,1
907,27,1,48,1,55,1,41,1
908,58,0,0,1,27,1,0,1
909,44,0,4,1,65,0,37,1
910,12,1,8,1,15,1,39,1
911,70,1,17,1,36,1,17,1
912,64,1,53,1,28,1,44,1
913,34,1,27,1,64,1,48,1
914,48,1,24,1,24,1,17,1
915,28,1,12,0,45,1,28,1
916,44,1,53,1,13,1,27,1
917,66,1,41,1,25,1,65,1
918,17,1,66,1,24,1,54,1
919,5,1,64,1,48,1,38,1
920,69,1,64,1,40,1,17,1
921,27,1,48,1,14,1,9,1
922,28,1,6,1,64,1,61,1
923,63,1,19,1,17,1,26,1
924,53,1,66,0,17,1,41,0
925,48,0,7,0,24,1,55,0
926,17,1,17,1,61,1,49,1
927,13,1,62,1,36,1,24,1
928,48,0,40,0,40,1,17,1
929,42,0,25,1,49,1,64,1
930,17,1,21,0,17,0,4,1
931,53,1,59,1,0,1,26,1
932,59,1,28,0,14,1,25,1
933,65,1,15,1,38,1,65,1
934,48,0,24,0,46,1,1,1
935,36,1,66,1,5,1,37,1
936,28,1,26,1,60,1,64,1
937,64,1,65,1,25,0,59,0
938,2,1,66,1,65,1,41,1
939,48,1,0,1,40,1,40,1
940,21,0,40,1,64,1,64,1
941,63,1,4,1,64,1,39,1
942,48,1,7,1,27,1,55,1
943,76,0,40,0,36,1,40,1
944,38,1,0,1,36,1,74,0
945,66,1,65,1,27,1,3,1
946,33,1,25,0,8,0,64,1
947,20,1,28,1,64,0,27,1
948,45,0,41,1,53,0,61,0
949,8,1,38,0,72,1,28,1
950,28,1,32,1,17,1,24,1
951,48,1,37,1,13,1,26,1
952,63,1,5,1,36,0,40,0
953,76,0,40,0,27,1,27,0
954,27,1,72,1,8,1,38,0
955,64,0,72,0,27,1,37,0
956,1,1,40,0,66,1,27,1
957,27,1,66,1,28,1,64,1
958,8,1,76,0,17,1,8,1
959,38,0,62,0,76,0,64,1
960,47,0,38,1,26,1,65,1
961,8,1,17,0,72,1,65,0
962,9,1,74,0,27,1,14,1
963,31,0,25,1,65,0,64,0
964,44,1,73,1,41,1,1,1
965,0,1,0,1,66,1,61,1
966,24,1,49,1,41,1,56,1
967,65,0,8,0,60,1,36,0
968,48,1,27,1,4,1,7,1
969,10,1,63,0,38,1,40,1
970,68,1,17,1,38,1,28,1
971,27,1,74,0,41,1,55,1
972,38,0,72,0,26,1,40,0
973,48,0,23,0,30,1,38,1
974,65,1,58,0,26,1,64,1
975,38,1,48,1,65,1,53,1
976,72,0,40,1,40,0,65,1
977,65,1,68,1,39,1,2,1
978,48,1,38,1,5,1,9,1
979,61,0,49,0,64,1,17,1
980,63,1,47,1,53,1,65,1
981,57,1,36,0,38,1,47,0
982,59,1,65,1,54,1,64,0
983,27,1,67,0,53,0,14,0
984,69,1,8,1,27,1,24,1
985,0,1,66,1,9,1,5,1
986,49,1,64,1,27,0,10,1
987,36,1,27,1,66,1,0,1
988,65,1,28,1,66,1,17,1
989,49,1,1,1,61,0,41,1
990,10,1,38,1,55,1,20,0
991,26,1,49,1,41,1,26,1
992,64,0,0,1,27,1,48,0
993,13,1,17,1,66,1,0,1
994,48,1,19,0,25,0,65,1
995,40,1,17,1,27,1,72,1
996,59,1,65,0,27,1,24,1
997,65,1,66,1,26,1,27,1
998,63,0,25,1,65,1,41,1
999,44,1,3,1,64,0,38,1
1000,49,1,23,1,61,1,64,1
1001,65,1,38,1,64,1,66,1
1002,28,1,28,1,8,1,69,1
1003,76,0,1,0,49,0,40,1
1004,64,1,61,0,74,1,42,0
1005,39,1,49,1,0,1,26,1
1006,72,1,38,1,25,1,41,1
1007,3,0,52,0,36,1,17,0
1008,45,1,36,1,40,1,64,1
1009,49,1,65,0,25,1,42,0
1010,65,1,74,0,23,0,28,0
1011,36,1,47,0,27,1,24,1
1012,65,1,27,1,48,1,17,1
1013,66,0,40,0,0,1,28,0
1014,45,0,29,1,26,1,5,1
1015,49,1,17,1,40,1,27,1
1016,38,1,49,1,10,1,64,1
1017,0,1,28,0,17,0,66,1
1018,40,1,75,0,64,0,44,1
1019,40,0,41,1,59,0,64,1
1020,59,1,64,0,36,1,8,1
1021,27,1,63,0,36,1,27,1
1022,23,1,72,1,54,1,64,1
1023,28,0,8,0,64,0,48,1
1024,61,1,66,1,40,1,64,0
1025,44,0,24,0,24,0,53,1
1026,0,1,48,1,27,1,3,1
1027,21,0,64,1,27,1,40,1
1028,40,0,44,0,64,1,2,0
1029,27,1,76,0,14,1,8,1
1030,76,0,19,1,12,1,41,0
1031,38,1,63,0,61,0,24,0
1032,49,0,28,0,17,1,17,1
1033,28,1,72,1,27,1,65,1
1034,36,1,49,1,28,1,26,1
1035,49,1,53,1,61,1,0,1
1036,48,1,64,1,27,1,0,1
1037,27,1,49,1,9,1,27,1
1038,17,1,68,1,24,1,38,1
1039,1,1,66,0,17,1,8,0
1040,27,1,44,0,53,1,19,1
1041,29,1,49,1,65,1,0,1
1042,40,1,20,1,27,1,55,1
1043,20,1,36,1,64,1,40,1
1044,48,0,0,1,38,0,26,0
1045,39,0,17,0,60,0,17,1
1046,49,1,30,1,27,1,24,1
1047,27,1,49,1,28,1,17,1
1048,8,1,27,0,18,1,42,1
1049,27,1,20,1,65,1,50,1
1050,67,1,41,1,65,1,27,1
1051,48,1,34,1,0,1,38,1
1052,38,0,21,0,36,0,2,1
1053,58,1,17,1,19,1,27,1
1054,63,0,64,0,38,0,27,0
1055,21,0,38,1,27,1,0,1
1056,27,1,45,0,54,1,37,1
1057,27,1,73,1,20,0,17,0
1058,0,1,62,1,8,1,38,0
1059,17,1,36,1,59,1,9,1
1060,26,1,60,1,64,0,8,1
1061,38,0,66,1,27,0,39,1
1062,39,0,37,1,41,1,60,0
1063,21,1,9,1,17,0,38,1
1064,9,1,23,1,39,0,59,0
1065,24,1,54,1,66,1,27,1
1066,36,1,66,1,61,1,65,1
1067,27,1,68,0,65,0,40,0
1068,26,1,32,1,40,1,64,1
1069,49,1,17,1,37,1,28,1
1070,27,1,63,0,61,0,0,1
1071,5,1,17,1,48,0,64,0
1072,48,1,54,1,7,1,64,1
1073,48,0,28,1,17,1,53,0
1074,21,1,27,1,27,1,12,1
1075,41,0,64,0,17,1,48,0
1076,2,1,44,0,23,0,64,0
1077,59,1,0,1,9,1,36,1
1078,36,1,64,0,67,0,24,0
1079,40,0,66,1,64,0,40,1
1080,23,1,49,0,37,1,36,1
1081,27,1,15,1,40,1,38,1
1082,39,0,76,0,65,0,38,1
1083,66,0,65,1,27,0,27,1
1084,41,0,37,0,66,0,9,1
1085,72,0,0,1,26,1,26,1
1086,76,0,64,1,28,0,63,0
1087,58,1,40,1,26,0,65,0
1088,24,1,74,1,26,1,65,1
1089,65,1,76,0,27,0,0,1
1090,31,0,24,1,26,0,65,0
1091,76,0,64,1,27,0,36,1
1092,17,1,18,1,37,1,4,1
1093,64,1,8,1,76,0,65,0
1094,38,1,65,1,48,1,28,1
1095,65,0,52,1,61,1,28,1
1096,48,0,36,0,38,1,64,1
1097,66,1,27,1,27,1,64,1
1098,42,1,66,1,41,1,38,1
1099,54,1,27,1,49,1,17,1
1100,66,1,65,0,27,0,36,0
1101,48,1,64,1,40,1,25,1
1102,5,1,28,1,9,1,44,1
1103,44,1,65,1,41,1,51,1
1104,64,1,65,0,66,0,3,0
1105,20,1,27,1,65,1,27,1
1106,62,1,25,1,54,1,8,1
1107,9,1,59,1,40,1,27,1
1108,64,1,48,1,27,1,36,1
1109,49,0,0,1,37,0,0,1
1110,65,1,66,0,38,1,3,1
1111,60,0,28,0,27,1,47,0
1112,45,0,55,1,50,0,38,1
1113,17,1,48,1,41,1,4,1
1114,17,1,65,1,48,1,39,1
1115,26,1,66,1,24,1,7,1
1116,27,1,66,1,19,1,13,1
1117,48,1,17,0,17,0,0,1
1118,17,1,5,1,17,1,21,0
1119,48,0,7,1,40,1,38,0
1120,66,1,36,1,64,0,40,1
1121,42,0,24,0,61,1,44,0
1122,41,1,49,1,54,1,64,1
1123,60,0,23,0,55,0,5,1
1124,66,1,40,1,27,1,64,1
1125,50,1,65,1,8,0,49,0
1126,25,1,38,1,0,1,58,1
1127,48,1,27,1,40,1,17,1
1128,5,1,70,1,27,1,54,1
1129,66,1,38,1,27,1,17,1
1130,75,1,38,1,38,1,36,1
1131,49,1,38,1,64,1,64,0
1132,24,1,0,1,40,0,48,1
1133,31,0,36,1,22,1,40,0
1134,42,1,39,1,0,1,60,1
1135,48,1,27,1,25,1,36,1
1136,63,0,41,1,0,1,28,1
1137,47,1,38,1,41,0,66,1
1138,27,1,38,1,63,0,42,1
1139,54,1,17,1,36,1,52,0
1140,11,1,37,1,64,1,59,1
1141,76,0,8,1,38,1,24,1
1142,48,1,28,1,40,1,65,1
1143,26,1,65,1,60,1,64,0
1144,23,1,44,1,10,1,75,1
1145,17,1,28,1,48,1,54,1
1146,38,1,62,0,8,1,3,1
1147,40,1,27,0,20,1,39,0
1148,0,1,48,0,0,1,65,0
1149,70,0,38,0,40,0,24,1
1150,41,1,49,0,55,0,3,1
1151,40,1,44,0,28,1,40,1
1152,62,1,8,1,25,1,28,1
1153,76,0,41,0,65,0,38,1
1154,5,1,64,1,59,1,8,1
1155,17,1,65,0,65,1,59,1
1156,65,1,69,1,36,1,64,1
1157,63,0,27,1,22,1,1,1
1158,70,1,65,1,27,1,65,1
1159,74,0,64,1,23,1,39,1
1160,60,1,23,1,0,1,36,1
1161,0,1,60,1,27,1,36,1
1162,49,0,17,1,53,0,8,1
1163,9,1,39,1,14,1,48,1
1164,19,1,60,1,40,1,64,1
1165,59,1,40,1,64,1,64,1
1166,44,0,27,1,24,1,61,1
1167,28,1,12,0,45,1,28,1
1168,38,1,49,1,28,1,64,1
1169,62,1,54,0,36,1,64,1
1170,59,1,38,1,27,1,14,1
1171,48,1,27,1,17,1,0,1
1172,65,1,65,1,54,1,66,1
1173,27,1,32,1,27,1,64,1
1174,10,1,75,0,40,0,38,0
1175,41,0,74,1,23,0,61,0
1176,66,1,19,1,0,1,38,0
1177,38,1,17,1,27,1,52,1
1178,65,1,17,1,66,1,43,1
1179,59,1,26,1,8,0,64,0
1180,27,1,49,1,41,1,46,1
1181,55,1,44,0,38,0,40,0
1182,19,1,64,1,76,0,65,1
1183,63,1,65,1,25,1,42,0
1184,27,0,46,1,15,0,27,0
1185,20,0,9,1,61,1,43,1
1186,27,1,48,0,37,0,64,0
1187,2,1,49,0,41,0,40,1
1188,48,1,17,1,40,1,36,1
1189,36,0,8,1,61,1,48,0
1190,64,1,66,1,17,1,41,0
1191,15,1,28,1,36,1,34,1
1192,48,0,55,1,64,1,39,0
1193,5,1,65,1,66,1,25,1
1194,36,0,44,0,4,1,38,0
1195,1,1,76,0,38,1,65,0
1196,66,1,36,1,64,1,65,1
1197,64,1,20,0,10,1,24,0
1198,74,0,28,0,41,0,27,1
1199,66,1,0,1,39,0,71,1
1200,49,1,17,1,17,1,25,1
1201,48,1,28,1,65,1,55,1
1202,27,1,20,1,46,1,43,0
1203,36,1,41,1,51,1,35,1
1204,64,1,9,1,27,0,49,0
1205,20,1,23,1,64,1,46,1
1206,60,0,38,1,38,0,37,1
1207,39,0,48,0,41,1,28,0
1208,24,0,67,0,17,1,61,1
1209,65,1,68,0,38,0,26,1
1210,23,1,63,1,38,1,64,1
1211,49,1,4,1,65,1,38,1
1212,24,1,60,1,38,0,36,1
1213,17,1,63,1,38,1,0,1
1214,8,1,25,1,15,1,37,1
1215,20,1,24,1,3,1,0,1
1216,72,1,41,1,26,1,65,1
1217,66,1,40,1,13,1,41,1
1218,70,1,12,1,8,0,40,0
1219,27,0,0,1,76,0,64,0
1220,60,1,65,0,38,1,36,1
1221,27,1,48,1,13,1,38,1
1222,59,1,65,0,38,1,28,1
1223,74,0,64,1,64,1,26,0
1224,27,1,0,1,21,1,26,1
1225,64,1,49,0,50,1,65,1
1226,10,1,27,1,20,0,27,1
1227,21,1,65,0,27,0,29,0
1228,36,1,76,0,40,1,64,1
1229,39,0,48,1,23,0,42,0
1230,28,1,65,1,20,1,4,1
1231,27,0,17,0,28,1,66,0
1232,27,1,40,0,66,1,24,0
1233,25,0,0,1,49,0,27,0
1234,8,1,63,0,24,1,2,1
1235,72,1,64,1,27,1,46,1
1236,53,0,27,1,44,1,17,1
1237,10,0,14,1,0,0,48,0
1238,0,1,36,1,48,1,10,1
1239,66,1,27,1,27,0,0,1
1240,58,0,27,0,9,1,38,1
1241,49,1,3,1,0,1,14,1
1242,26,1,44,1,65,1,7,1
1243,10,1,65,1,61,0,31,0
1244,49,0,23,1,40,0,40,1
1245,65,1,48,1,37,0,53,1
1246,48,1,28,0,64,0,38,0
1247,66,0,27,0,8,0,64,0
1248,67,0,23,1,17,1,27,1
1249,39,0,49,1,9,1,65,0
1250,24,1,49,1,41,0,51,1
1251,53,1,45,0,76,0,5,1
1252,20,0,12,0,27,0,65,1
1253,60,1,36,1,8,1,1,1
1254,38,1,63,1,38,1,26,1
1255,24,0,49,0,27,1,4,0
1256,38,1,59,1,42,1,64,1
1257,17,1,44,1,19,1,2,1
1258,64,1,28,1,26,0,44,1
1259,37,1,49,0,54,0,5,0
1260,66,0,17,1,40,0,37,1
1261,25,1,48,1,17,1,27,1
1262,61,1,32,1,39,1,64,0
1263,5,1,47,0,12,0,4,1
1264,38,1,12,1,64,1,48,1
1265,28,1,45,1,14,1,26,1
1266,48,0,27,1,38,0,54,1
1267,8,0,67,0,39,0,65,1
1268,23,1,66,1,17,1,24,1
1269,23,1,68,0,65,0,42,0
1270,17,1,48,0,27,0,28,0
1271,60,0,38,1,37,1,37,1
1272,59,1,23,1,64,1,28,1
1273,36,1,59,0,17,0,23,0
1274,48,1,23,1,3,1,27,1
1275,49,0,0,1,28,0,54,0
1276,36,1,66,1,24,1,38,1
1277,8,1,64,0,48,0,36,1
1278,63,0,17,1,65,1,40,1
1279,48,1,38,0,36,1,64,0
1280,40,0,38,0,32,0,53,1
1281,48,1,27,1,26,1,24,1
1282,67,0,38,1,17,1,64,0
1283,66,0,0,0,27,1,65,0
1284,38,0,49,0,13,1,4,1
1285,40,1,60,0,28,1,1,1
1286,24,0,20,0,17,1,4,1
1287,40,0,27,1,59,0,36,0
1288,38,1,17,1,48,1,38,1
1289,66,0,64,0,37,0,65,1
1290,58,1,64,0,42,1,36,0
1291,49,1,25,1,40,1,42,1
1292,48,1,40,1,2,1,65,1
1293,26,1,21,0,38,0,27,0
1294,25,1,0,1,64,1,72,1
1295,44,0,14,0,64,0,23,1
1296,4,1,42,0,45,0,24,1
1297,60,1,4,1,65,1,41,1
1298,65,0,36,1,66,0,36,0
1299,49,0,14,0,4,1,35,0
1300,54,1,40,1,34,1,20,1
1301,15,0,38,0,26,1,27,1
1302,36,1,2,1,64,1,49,0
1303,36,1,48,1,61,1,36,1
1304,40,0,58,0,61,1,28,0
1305,74,1,5,1,27,1,40,1
1306,47,0,38,0,26,0,27,1
1307,38,1,72,0,17,1,9,1
1308,0,1,42,1,8,0,66,0
1309,2,1,20,1,0,1,64,1
1310,62,0,17,0,0,0,26,1
1311,31,0,40,1,27,1,53,1
1312,38,1,72,0,61,0,34,1
1313,62,1,28,1,65,1,12,1
1314,0,1,26,0,48,0,27,0
1315,61,1,38,1,55,1,20,0
1316,27,1,52,1,27,1,28,1
1317,66,1,64,1,65,1,8,1
1318,27,1,64,1,44,1,27,0
1319,66,1,0,1,64,0,40,1
1320,66,0,0,1,38,0,40,0
1321,60,1,27,0,17,1,65,1
1322,0,1,68,1,27,1,27,1
1323,17,1,27,0,37,0,48,0
1324,66,1,40,1,37,1,36,1
1325,59,1,8,1,17,1,39,1
1326,65,1,48,0,37,0,65,1
1327,62,0,10,1,27,0,5,0
1328,63,0,65,1,61,1,28,1
1329,65,1,48,1,61,1,40,1
1330,48,0,38,1,10,1,27,1
1331,45,1,41,0,3,1,19,1
1332,36,0,40,0,10,1,49,1
1333,23,1,0,1,9,0,48,0
1334,48,1,28,1,27,1,0,1
1335,47,0,27,1,64,1,25,1
1336,60,0,28,0,27,1,42,1
1337,64,1,24,1,45,1,25,1
1338,49,1,17,1,4,1,41,1
1339,49,1,8,1,65,1,26,1
1340,66,1,23,0,39,1,27,1
1341,27,0,38,0,66,1,65,0
1342,48,1,0,0,54,1,40,0
1343,40,1,0,1,66,0,37,1
1344,17,1,39,1,38,1,70,1
1345,73,1,19,1,49,1,40,1
1346,66,1,17,1,23,1,14,1
1347,15,1,9,1,8,1,27,1
1348,65,0,40,1,28,1,74,1
1349,60,1,65,1,40,1,61,1
1350,28,0,64,1,66,0,27,0
1351,27,0,76,0,24,1,40,1
1352,74,1,27,1,4,1,65,1
1353,17,1,25,1,65,0,48,1
1354,66,1,40,1,27,1,65,1
1355,76,0,7,1,65,1,27,1
1356,8,1,63,0,53,0,24,0
1357,65,1,68,1,0,1,54,1
1358,72,1,75,1,17,1,54,1
1359,48,1,5,1,38,1,26,1
1360,40,1,41,1,26,1,66,1
1361,65,1,65,1,70,1,24,1
1362,65,1,66,1,61,0,24,1
1363,15,1,37,1,64,1,36,1
1364,64,1,66,1,0,1,23,1
1365,0,1,44,1,27,1,2,1
1366,38,1,41,1,76,0,72,1
1367,17,1,48,1,40,1,40,1
1368,38,1,45,0,27,1,3,1
1369,22,1,0,1,36,0,59,0
1370,38,1,36,1,72,1,0,1
1371,36,1,31,1,26,1,65,1
1372,64,1,48,1,17,1,28,1
1373,48,1,40,1,65,1,23,1
1374,21,0,38,1,23,1,3,1
1375,48,1,27,1,9,1,23,1
1376,27,0,21,0,38,0,0,1
1377,66,0,36,0,27,1,38,0
1378,72,0,64,1,42,0,28,0
1379,11,1,24,1,58,0,28,0
1380,25,1,27,1,19,1,47,1
1381,40,1,65,1,48,1,24,1
1382,52,1,8,1,10,1,10,1
1383,4,1,27,1,65,0,44,1
1384,5,1,45,0,26,1,5,1
1385,41,1,66,1,24,1,27,1
1386,64,1,66,1,0,1,42,1
1387,5,1,5,1,66,1,40,1
1388,39,0,63,1,27,1,26,1
1389,38,1,64,0,16,0,66,0
1390,17,1,28,0,60,0,47,0
1391,65,1,48,0,28,0,26,0
1392,37,1,47,1,12,1,40,1
1393,64,1,44,0,17,0,55,1
1394,27,0,62,1,27,0,27,0
1395,4,0,65,0,64,0,15,1
1396,1,1,62,0,9,1,40,1
1397,27,0,8,1,39,0,48,0
1398,65,1,54,0,14,1,66,1
1399,26,1,49,1,23,1,36,1
1400,28,0,66,0,39,0,1,1
1401,9,1,32,1,39,1,38,1
1402,49,1,64,1,40,1,64,1
1403,21,0,61,0,27,0,39,1
1404,32,1,38,0,17,1,3,1
1405,65,1,49,1,3,1,64,1
1406,49,1,38,1,36,1,29,1
1407,5,1,48,1,28,1,65,1
1408,66,1,27,1,3,1,0,1
1409,72,0,65,1,27,1,37,1
1410,60,0,65,1,3,0,38,1
1411,27,1,74,0,65,1,3,1
1412,49,1,27,1,23,1,47,1
1413,21,0,40,0,26,1,40,1
1414,32,1,65,1,26,0,12,1
1415,25,1,63,0,9,1,65,0
1416,22,1,49,0,17,0,24,0
1417,28,1,14,1,66,1,0,1
1418,55,0,48,0,38,1,64,1
1419,49,1,64,1,3,1,65,1
1420,49,1,38,1,65,0,46,1
1421,44,1,26,0,38,0,7,1
1422,64,1,19,1,40,1,66,1
1423,49,1,2,1,38,0,38,1
1424,2,1,66,1,65,1,23,1
1425,23,1,60,1,27,1,0,1
1426,38,0,63,1,7,1,54,1
1427,9,0,5,1,64,1,49,0
1428,48,1,17,1,38,1,53,0
1429,40,0,23,1,36,0,52,0
1430,48,1,38,1,38,1,40,1
1431,26,1,52,0,38,0,64,1
1432,27,1,74,0,17,1,27,1
1433,48,1,8,0,17,1,7,1
1434,17,1,38,1,39,0,44,0
1435,42,0,44,1,65,0,17,0
1436,41,0,48,1,28,1,65,1
1437,24,1,66,1,38,1,12,1
1438,66,1,38,1,12,1,39,1
1439,50,1,45,0,5,1,42,0
1440,62,0,36,0,54,0,27,1
1441,7,1,10,1,66,1,38,1
1442,24,1,72,1,61,1,65,1
1443,49,1,13,1,40,1,23,1
1444,59,0,27,1,27,1,26,1
1445,38,0,49,0,27,0,3,1
1446,28,0,69,0,41,0,55,1
1447,48,0,17,1,17,1,38,0
1448,44,0,25,1,27,0,26,0
1449,48,0,43,1,53,1,65,0
1450,17,1,26,1,38,1,44,1
1451,36,1,44,1,17,1,3,1
1452,13,1,60,1,27,1,27,1
1453,65,0,49,1,27,1,64,1
1454,48,1,17,1,27,1,54,1
1455,28,0,68,0,10,1,14,1
1456,49,1,38,0,10,0,41,1
1457,49,1,40,0,36,1,38,1
1458,60,0,64,0,64,1,55,1
1459,41,0,66,1,5,1,3,1
1460,15,1,26,1,36,1,64,1
1461,13,1,48,1,0,1,40,1
1462,47,1,34,0,38,0,27,0
1463,8,1,60,0,17,1,25,0
1464,49,0,65,1,25,1,64,0
1465,64,1,69,1,40,1,36,1
1466,17,1,48,1,43,1,17,1
1467,17,1,21,0,4,1,0,1
1468,38,1,48,0,38,1,40,0
1469,27,1,52,0,10,0,37,1
1470,36,0,3,1,41,0,63,0
1471,27,1,52,1,40,1,9,1
1472,23,1,48,1,27,1,65,1
1473,65,1,23,0,25,0,66,0
1474,8,0,66,1,38,1,36,1
1475,48,0,42,0,17,1,64,0
1476,13,1,41,0,37,0,48,0
1477,25,0,45,0,27,1,64,1
1478,53,1,0,1,62,1,65,1
1479,44,1,64,1,24,1,17,1
1480,66,0,27,1,1,1,64,0
1481,20,1,9,1,5,1,64,1
1482,41,1,44,0,36,0,53,1
1483,47,1,14,1,42,1,61,1
1484,44,0,40,0,38,1,40,0
1485,48,1,5,1,43,1,36,1
1486,62,0,53,0,26,1,65,1
1487,27,0,41,0,60,0,40,1
1488,48,1,55,0,25,1,0,1
1489,24,1,7,1,76,0,64,1
1490,32,0,65,1,27,0,25,1
1491,37,1,62,1,0,1,61,1
1492,42,0,72,0,27,0,14,1
1493,49,1,27,1,40,1,65,0
1494,36,1,41,1,74,1,65,1
1495,6,1,27,0,27,0,76,0
1496,24,1,66,1,0,1,41,1
1497,36,1,3,1,52,1,26,1
1498,63,0,0,1,61,0,27,0
1499,44,1,2,1,65,0,8,1
1500,0,1,48,1,42,0,0,1
1501,40,0,65,0,7,1,62,1
1502,18,0,64,1,53,1,38,1
1503,49,1,37,1,10,0,36,1
1504,25,1,38,1,48,1,14,1
1505,38,0,27,1,66,0,17,0
1506,45,0,26,0,37,1,17,1
1507,27,1,48,1,40,0,27,1
1508,60,1,41,1,42,0,75,0
1509,48,0,3,0,65,0,38,1
1510,48,1,65,0,27,1,25,1
1511,48,0,64,1,24,1,73,0
1512,26,0,0,1,61,1,48,0
1513,47,0,22,1,36,1,40,1
1514,65,1,17,1,48,1,38,1
1515,17,1,39,1,48,1,5,1
1516,33,0,40,1,17,1,25,0
1517,24,0,49,1,10,0,27,0
